study	name	release_date
13361	Census of Population and Housing, 2000 [United States]: Summary File 3, Maine  	2003-01-23 00:00:00
13362	Census of Population and Housing, 2000 [United States]: Summary File 3, Maryland  	2003-01-23 00:00:00
13363	Census of Population and Housing, 2000 [United States]: Summary File 3, Massachusetts  	2003-01-23 00:00:00
13364	Census of Population and Housing, 2000 [United States]: Summary File 3, Michigan  	2003-01-23 00:00:00
13365	Census of Population and Housing, 2000 [United States]: Summary File 3, Minnesota  	2003-01-23 00:00:00
13366	Census of Population and Housing, 2000 [United States]: Summary File 3, Mississippi  	2003-01-23 00:00:00
13367	Census of Population and Housing, 2000 [United States]: Summary File 3, Missouri  	2003-01-23 00:00:00
13368	Census of Population and Housing, 2000 [United States]: Summary File 3, Montana  	2003-01-23 00:00:00
13369	Census of Population and Housing, 2000 [United States]: Summary File 3, Nebraska  	2003-01-23 00:00:00
13370	Census of Population and Housing, 2000 [United States]: Summary File 3, Nevada  	2003-01-23 00:00:00
13371	Census of Population and Housing, 2000 [United States]: Summary File 3, New Hampshire  	2003-01-23 00:00:00
13372	Census of Population and Housing, 2000 [United States]: Summary File 3, New Jersey  	2003-01-31 00:00:00
13373	Census of Population and Housing, 2000 [United States]: Summary File 3, New Mexico  	2003-01-31 00:00:00
13374	Census of Population and Housing, 2000 [United States]: Summary File 3, New York  	2003-01-31 00:00:00
13375	Census of Population and Housing, 2000 [United States]: Summary File 3, North Carolina  	2003-01-31 00:00:00
13376	Census of Population and Housing, 2000 [United States]: Summary File 3, North Dakota  	2003-01-31 00:00:00
13377	Census of Population and Housing, 2000 [United States]: Summary File 3, Ohio  	2003-01-31 00:00:00
13378	Census of Population and Housing, 2000 [United States]: Summary File 3, Oklahoma  	2003-01-31 00:00:00
13379	Census of Population and Housing, 2000 [United States]: Summary File 3, Oregon  	2003-01-31 00:00:00
13380	Census of Population and Housing, 2000 [United States]: Summary File 3, Pennsylvania  	2003-01-31 00:00:00
13381	Census of Population and Housing, 2000 [United States]: Summary File 3, Rhode Island  	2003-02-06 00:00:00
13382	Census of Population and Housing, 2000 [United States]: Summary File 3, South Carolina  	2003-02-06 00:00:00
13383	Census of Population and Housing, 2000 [United States]: Summary File 3, South Dakota  	2003-02-06 00:00:00
13384	Census of Population and Housing, 2000 [United States]: Summary File 3, Tennessee  	2003-02-06 00:00:00
13385	Census of Population and Housing, 2000 [United States]: Summary File 3, Texas  	2003-02-06 00:00:00
13386	Census of Population and Housing, 2000 [United States]: Summary File 3, Utah  	2003-02-13 00:00:00
13387	Census of Population and Housing, 2000 [United States]: Summary File 3, Vermont  	2003-02-13 00:00:00
13388	Census of Population and Housing, 2000 [United States]: Summary File 3, Virginia  	2003-02-13 00:00:00
13389	Census of Population and Housing, 2000 [United States]: Summary File 3, Washington  	2003-02-13 00:00:00
13390	Census of Population and Housing, 2000 [United States]: Summary File 3, West Virginia  	2003-02-13 00:00:00
13391	Census of Population and Housing, 2000 [United States]: Summary File 3, Wisconsin  	2003-02-13 00:00:00
13392	Census of Population and Housing, 2000 [United States]: Summary File 3, Wyoming  	2003-02-13 00:00:00
13393	Census of Population and Housing, 2000 [United States]: Summary File 3, Puerto Rico  	2003-02-13 00:00:00
13395	Census of Population and Housing, 2000 [United States]:  Selected Subsets From Summary File 1, States	2002-11-08 00:00:00
13396	Census of Population and Housing, 2000 [United States]: Summary File 3, National  	2003-02-13 00:00:00
13397	Census of Population and Housing, 2000 [United States]: United States Virgin Islands Summary File	2008-01-15 00:00:00
13399	Census of Population and Housing, 2000 [United States]:  Summary File 1, Final National	2003-03-27 00:00:00
13400	Census of Population and Housing, 2000 [United States]:  Public Law (P.L.) 94-171 Adjusted Data      	2003-04-25 00:00:00
13401	Census of Population and Housing, 2000 [United States]: Guam Summary File	2008-01-15 00:00:00
13402	Census of Population and Housing, 2000 [United States]:  Selected Subsets From Summary File 3	2003-06-13 00:00:00
13403	Census of Population and Housing, 2000 [United States]:  Summary File 2, Final National	2003-08-07 00:00:00
13404	Census of Population and Housing, 2000 [United States]: American Samoa Summary File	2008-01-15 00:00:00
13405	Census of Population and Housing, 2000 [United States]:  County-to-County Worker Flow Files	2003-10-01 00:00:00
13511	Census of Population and Housing, 2000 [United States]:  Public Use Microdata Sample:  1-Percent Sample     	2003-09-10 00:00:00
13512	Census of Population and Housing, 2000 [United States]: Summary File 4, Alabama	2004-03-30 00:00:00
13513	Census of Population and Housing, 2000 [United States]: Summary File 4, Alaska	2004-03-24 00:00:00
13514	Census of Population and Housing, 2000 [United States]: Summary File 4, Arizona	2004-03-24 00:00:00
13515	Census of Population and Housing, 2000 [United States]: Summary File 4, Arkansas	2004-03-30 00:00:00
13516	Census of Population and Housing, 2000 [United States]: Summary File 4, California	2004-03-30 00:00:00
13517	Census of Population and Housing, 2000 [United States]: Summary File 4, Colorado	2004-03-30 00:00:00
13518	Census of Population and Housing, 2000 [United States]: Summary File 4, Connecticut	2004-04-07 00:00:00
13519	Census of Population and Housing, 2000 [United States]: Summary File 4, Delaware	2004-04-07 00:00:00
13520	Census of Population and Housing, 2000 [United States]: Summary File 4, District of Columbia	2004-04-07 00:00:00
13521	Census of Population and Housing, 2000 [United States]: Summary File 4, Florida	2004-04-07 00:00:00
13522	Census of Population and Housing, 2000 [United States]: Summary File 4, Georgia	2004-04-07 00:00:00
13523	Census of Population and Housing, 2000 [United States]: Summary File 4, Hawaii	2004-04-07 00:00:00
13524	Census of Population and Housing, 2000 [United States]: Summary File 4, Idaho	2004-04-07 00:00:00
13525	Census of Population and Housing, 2000 [United States]: Summary File 4, Illinois	2004-04-07 00:00:00
13526	Census of Population and Housing, 2000 [United States]: Summary File 4, Indiana	2004-04-07 00:00:00
13527	Census of Population and Housing, 2000 [United States]: Summary File 4, Iowa	2004-04-07 00:00:00
13528	Census of Population and Housing, 2000 [United States]: Summary File 4, Kansas	2004-04-15 00:00:00
13529	Census of Population and Housing, 2000 [United States]: Summary File 4, Kentucky	2004-04-07 00:00:00
13530	Census of Population and Housing, 2000 [United States]: Summary File 4, Louisiana	2004-04-07 00:00:00
13531	Census of Population and Housing, 2000 [United States]: Summary File 4, Maine	2004-04-15 00:00:00
13532	Census of Population and Housing, 2000 [United States]: Summary File 4, Maryland	2004-04-15 00:00:00
13533	Census of Population and Housing, 2000 [United States]: Summary File 4, Massachusetts	2004-04-15 00:00:00
13534	Census of Population and Housing, 2000 [United States]: Summary File 4, Michigan	2004-04-15 00:00:00
13535	Census of Population and Housing, 2000 [United States]: Summary File 4, Minnesota	2004-04-15 00:00:00
13536	Census of Population and Housing, 2000 [United States]: Summary File 4, Mississippi	2004-04-15 00:00:00
13537	Census of Population and Housing, 2000 [United States]: Summary File 4, Missouri	2004-04-15 00:00:00
13538	Census of Population and Housing, 2000 [United States]: Summary File 4, Montana	2004-04-15 00:00:00
13539	Census of Population and Housing, 2000 [United States]: Summary File 4, Nebraska	2004-04-15 00:00:00
13540	Census of Population and Housing, 2000 [United States]: Summary File 4, Nevada	2004-04-15 00:00:00
13541	Census of Population and Housing, 2000 [United States]: Summary File 4, New Hampshire	2004-04-21 00:00:00
13542	Census of Population and Housing, 2000 [United States]: Summary File 4, New Jersey	2004-04-21 00:00:00
13543	Census of Population and Housing, 2000 [United States]: Summary File 4, New Mexico	2004-04-21 00:00:00
13544	Census of Population and Housing, 2000 [United States]: Summary File 4, New York	2004-04-21 00:00:00
13545	Census of Population and Housing, 2000 [United States]: Summary File 4, North Carolina	2004-04-21 00:00:00
13546	Census of Population and Housing, 2000 [United States]: Summary File 4, North Dakota	2004-04-21 00:00:00
13547	Census of Population and Housing, 2000 [United States]: Summary File 4, Ohio	2004-05-20 00:00:00
13548	Census of Population and Housing, 2000 [United States]: Summary File 4, Oklahoma	2004-04-21 00:00:00
13549	Census of Population and Housing, 2000 [United States]: Summary File 4, Oregon	2004-04-21 00:00:00
13550	Census of Population and Housing, 2000 [United States]: Summary File 4, Pennsylvania	2004-04-21 00:00:00
13551	Census of Population and Housing, 2000 [United States]: Summary File 4, Rhode Island	2004-04-28 00:00:00
13552	Census of Population and Housing, 2000 [United States]: Summary File 4, South Carolina	2004-04-28 00:00:00
13553	Census of Population and Housing, 2000 [United States]: Summary File 4, South Dakota	2004-04-28 00:00:00
13554	Census of Population and Housing, 2000 [United States]: Summary File 4, Tennessee	2004-04-28 00:00:00
13555	Census of Population and Housing, 2000 [United States]: Summary File 4, Texas	2004-04-28 00:00:00
13556	Census of Population and Housing, 2000 [United States]: Summary File 4, Utah	2004-04-28 00:00:00
13557	Census of Population and Housing, 2000 [United States]: Summary File 4, Vermont	2004-04-28 00:00:00
13558	Census of Population and Housing, 2000 [United States]: Summary File 4, Virginia	2004-04-28 00:00:00
13559	Census of Population and Housing, 2000 [United States]: Summary File 4, Washington	2004-04-28 00:00:00
13560	Census of Population and Housing, 2000 [United States]: Summary File 4, West Virginia	2004-04-28 00:00:00
13561	Census of Population and Housing, 2000 [United States]: Summary File 4, Wisconsin	2004-04-28 00:00:00
13562	Census of Population and Housing, 2000 [United States]: Summary File 4, Wyoming	2004-04-28 00:00:00
13563	Census of Population and Housing, 2000 [United States]: Summary File 4, Puerto Rico	2004-04-28 00:00:00
13564	Census of Population and Housing, 2000 [United States]: Public Use Microdata Sample: 10-Percent Sample, Guam	2008-01-15 00:00:00
13565	Census of Population and Housing, 2000 [United States]: Commonwealth of the Northern Mariana Islands Summary File	2008-01-23 00:00:00
13566	Census of Population and Housing, 2000 [United States]:  Summary File 1 Supplement, States  	2003-12-11 00:00:00
13567	Census of Population and Housing, 2000 [United States]: Public Use Microdata Sample: 10-Percent Sample, U.S. Virgin Islands	2008-01-15 00:00:00
13568	Census of Population and Housing, 2000 [United States]:  Public Use Microdata Sample:  5-Percent Sample    	2004-01-22 00:00:00
13569	Census of Population and Housing, 2000 [United States]: County-to-County Migration Flow Files	2007-03-07 00:00:00
13570	Census of Population and Housing, 2000 [United States]:  Summary File 4, National	2004-05-28 00:00:00
13571	Census of Population and Housing, 2000 [United States]: 108th Congressional District Summary File, 100-percent	2008-01-31 00:00:00
13572	Census of Population and Housing, 2000 [United States]:  Minor Civil Division/County-to-Minor Civil Division/County Worker Flow Files	2004-03-10 00:00:00
13573	Census of Population and Housing, 2000 [United States]: Equal Employment Opportunity (EEO) Tabulation	2007-09-27 00:00:00
13574	Census of Population and Housing, 2000 [United States]:  Modified Race Data Summary File	2006-03-06 00:00:00
13575	Census of Population and Housing, 2000 [United States]: Race and Hispanic or Latino Summary File	2008-01-22 00:00:00
13576	Census of Population and Housing, 2000 [United States]:  Block Group Subset From Summary File 3	2004-09-02 00:00:00
13577	Census of Population and Housing, 2000 [United States]: Special Tabulation on Aging	2005-09-20 00:00:00
13578	Project on Human Development in Chicago Neighborhoods (PHDCN):  Systematic Social Observation, 1995    	2005-07-18 00:00:00
13579	Project on Human Development in Chicago Neighborhoods (PHDCN): Infant Assessment Unit, Wave 1, 1995-1997	2005-07-25 00:00:00
13580	Project on Human Development in Chicago Neighborhoods (PHDCN):  Master File, Wave 1, 1994-1997      	2005-07-18 00:00:00
13581	Project on Human Development in Chicago Neighborhoods (PHDCN): Demographic File, Wave 1, 1994-1997	2005-07-22 00:00:00
13582	Project on Human Development in Chicago Neighborhoods (PHDCN): Child Behavior Checklist, Wave 1, 1994-1997	2005-07-22 00:00:00
13583	Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Partner and Spouse, Wave 1, 1994-1997	2005-07-22 00:00:00
13584	Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics for Parent and Child, Wave 1, 1994-1997	2005-07-22 00:00:00
13585	Project on Human Development in Chicago Neighborhoods (PHDCN):  Deviance of Peers, Wave 1, 1994-1997	2005-07-22 00:00:00
13586	Project on Human Development in Chicago Neighborhoods (PHDCN): Emotionality, Activity, Sociability, and Impulsivity Temperament Survey, Wave 1, 1994-1995	2005-07-08 00:00:00
13587	Project on Human Development in Chicago Neighborhoods (PHDCN): Employment and Income Interview, Wave 1, 1994-1995	2005-07-08 00:00:00
13588	Project on Human Development in Chicago Neighborhoods (PHDCN): Exposure to Violence (Primary Caregiver), Wave 1, 1994-1997	2005-07-22 00:00:00
13589	Project on Human Development in Chicago Neighborhoods (PHDCN): Exposure to Violence (Subject), Wave 1, 1994-1997	2005-07-22 00:00:00
13590	Project on Human Development in Chicago Neighborhoods (PHDCN):  Family Environment Scale, Wave 1, 1994-1995     	2005-07-18 00:00:00
13591	Project on Human Development in Chicago Neighborhoods (PHDCN): Family Mental Health and Legal History, Wave 1, 1994-1997	2005-07-22 00:00:00
13592	Project on Human Development in Chicago Neighborhoods (PHDCN): Family Structure and Health History, Wave 1, 1994-1997	2005-07-22 00:00:00
13593	Project on Human Development in Chicago Neighborhoods (PHDCN): Health Screen, Wave 1, 1994-1997	2005-07-22 00:00:00
13594	Project on Human Development in Chicago Neighborhoods (PHDCN):  Home Observation for Measurement of the Environment, Wave 1, 1994-1997	2005-07-18 00:00:00
13595	Project on Human Development in Chicago Neighborhoods (PHDCN):  Pubertal Development Scale, Wave 1, 1994-1997    	2005-07-22 00:00:00
