study	code	description
25109	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25110	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25111	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25112	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25113	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25114	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25121	III.A	Conflict, Aggression, Violence, Wars, Conflict and Stability Within Nations
25122	I	Census Enumerations: Historical and Contemporary Population Characteristics
25122	XIX	External Data Resources
25141	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25162	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
25163	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
25181	XVI.B	Social Indicators, Nations Other Than the United States
25201	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25203	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
25204	I.A.2	Census Enumerations: Historical and Contemporary Population Characteristics, United States, American Housing Survey Series
25204	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
25221	IX	Health Care and Health Facilities
25262	IX	Health Care and Health Facilities
25281	XVII	Social Institutions and Behavior
25281	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
25282	XVII	Social Institutions and Behavior
25282	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25301	XVII	Social Institutions and Behavior
25301	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25322	XI	International Systems: Linkages, Relationships, and Events
25323	XVIII	ICPSR Publication-Related Archive
25341	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25342	III.B	Conflict, Aggression, Violence, Wars, Conflict Between and Among Nations
25342	XI.D	International Systems: Linkages, Relationships, and Events, Alliances and Military Affairs
25361	I.A.1	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses
25361	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
25362	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
25381	IX	Health Care and Health Facilities
25381	XVI.A	Social Indicators, United States
25382	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
25383	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
25402	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
25421	V	Education
25421	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25422	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
25423	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25424	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25425	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25426	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25441	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25461	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25481	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25482	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25501	IX	Health Care and Health Facilities
25502	IX	Health Care and Health Facilities
25503	IX	Health Care and Health Facilities
25504	IX	Health Care and Health Facilities
25505	IX	Health Care and Health Facilities
25521	XVII	Social Institutions and Behavior
25521	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25561	XVII	Social Institutions and Behavior
25561	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25581	IX	Health Care and Health Facilities
25601	VIII	Governmental Structures, Policies, and Capabilities
25621	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25622	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
25622	XX	Fast Track
25623	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
25623	XX	Fast Track
25641	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
25642	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
25643	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
25661	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
25662	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
25681	V	Education
25681	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25701	XVIII	ICPSR Publication-Related Archive
25722	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25724	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25741	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25762	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25763	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25781	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25801	XIV.A.1	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Primaries, Conventions, and Campaigns
25821	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25861	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25862	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25863	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25864	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25865	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25867	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25881	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25921	II	Community and Urban Studies
25921	V.A	Education, United States
25921	XVII.C.1	Social Institutions and Behavior, Socialization, Students, and Youth, United States
25922	XVII	Social Institutions and Behavior
25923	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25924	XVII	Social Institutions and Behavior
25925	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25926	XVII	Social Institutions and Behavior
25926	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25928	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25929	XVII	Social Institutions and Behavior
25941	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25948	XVII	Social Institutions and Behavior
25961	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25962	XVI.A	Social Indicators, United States
25962	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25963	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
25981	XVII	Social Institutions and Behavior
25981	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
25983	IX	Health Care and Health Facilities
25984	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
26001	IX	Health Care and Health Facilities
26061	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
26081	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
26101	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
26121	X.A.1	Instructional Packages and Computer Programs, Instructional Packages, SETUPS
26121	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
26121	XIX	External Data Resources
26141	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26142	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26143	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26144	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26145	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26146	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26147	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26148	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26149	IV.B	Economic Behavior and Attitudes, Surveys of Economic Attitudes and Behavior
26149	XVII.F	Social Institutions and Behavior, Leisure and Recreation
26149	XVII.H	Social Institutions and Behavior, Family and Gender
26162	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26163	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26164	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
26181	XVIII	ICPSR Publication-Related Archive
26182	XVIII	ICPSR Publication-Related Archive
26201	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
26202	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
26221	IX	Health Care and Health Facilities
26242	XV.A	Organizational Behavior, United States
26242	XVI.A	Social Indicators, United States
26261	II.B	Community and Urban Studies, Detroit Area Studies
26281	II	Community and Urban Studies
26282	V	Education
26282	V.A	Education, United States
26301	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
