study	subject
9690	housing conditions
9690	housing costs
9690	housing occupancy
9690	housing units
9690	income
9690	Metropolitan Statistical Areas
9690	municipal services
9690	neighborhood conditions
9690	property insurance
9690	property taxes
9690	property values
9690	rental housing
9690	relocation
9690	transportation
9690	utility rates
9691	case processing
9691	county courts
9691	criminal justice system
9691	delinquent behavior
9691	dependents
9691	juvenile courts
9691	juvenile justice
9691	state courts
9691	statistical data
9691	status offenses
9691	youths
9692	administrative costs
9692	census data
9692	cities
9692	debt
9692	education expenditures
9692	finance
9692	government expenditures
9692	government revenues
9692	government services
9692	labor costs
9692	local government
9692	municipal services
9692	municipal expenditures
9692	public administration
9692	public safety
9692	public utilities
9692	school districts
9692	state government
9692	townships
9692	transportation
9693	census data
9693	demographic characteristics
9693	education
9693	employment
9693	ethnicity
9693	family structure
9693	household composition
9693	housing
9693	housing units
9693	housing conditions
9693	income
9693	labor force
9693	population
9693	population characteristics
9693	poverty
9694	census data
9694	citizenship
9694	counties
9694	demographic characteristics
9694	education
9694	employment
9694	ethnicity
9694	families
9694	household composition
9694	housing
9694	housing units
9694	housing conditions
9694	income
9694	labor markets
9694	Metropolitan Statistical Areas
9694	neighborhoods
9694	occupational status
9694	occupations
9694	population
9694	population characteristics
9694	poverty
9695	employment
9695	health care costs
9695	health care services
9695	health expenditures
9695	health insurance
9695	health services utilization
9695	household composition
9695	insurance coverage
9695	medical care
9695	payment methods
9695	population characteristics
9696	attitudes
9696	economic integration
9696	European unification
9696	European Union
9696	legislation
9696	life satisfaction
9696	occupational safety and health
9696	political influence
9696	public opinion
9696	quality of life
9696	social change
9696	work environment
9696	working conditions
9696	working hours
9697	agricultural policy
9697	attitudes
9697	economic integration
9697	energy policy
9697	environmental attitudes
9697	European unification
9697	European Union
9697	foreign policy
9697	German reunification
9697	immigration policy
9697	life satisfaction
9697	NATO
9697	nuclear energy
9697	nuclear waste
9697	Persian Gulf War
9697	political influence
9697	public opinion
9697	quality of life
9697	social change
9697	trust (psychological)
9697	voter preferences
9698	attitudes
9698	automobiles
9698	biotechnology
9698	consumer attitudes
9698	consumption
9698	economic integration
9698	European unification
9698	European Union
9698	knowledge level
9698	life satisfaction
9698	political influence
9698	public opinion
9698	public policy
9698	public transportation
9698	quality of life
9698	social change
9698	urban problems
9699	arbitration
9699	courts
9699	lawsuits
9700	chronic disabilities
9700	chronic illnesses
9700	digestive disorders
9700	disabilities
9700	doctor visits
9700	health
9700	health care
9700	health care services
9700	health problems
9700	hospitalization
9700	illness
9701	chronic disabilities
9701	chronic illnesses
9701	dental health
9701	disabilities
9701	doctor visits
9701	health
9701	health care
9701	health care services
9701	health problems
9701	hospitalization
9701	illness
9702	chronic disabilities
9702	chronic illnesses
9702	dental health
9702	dentists
9702	doctor visits
9702	disabilities
9702	health
9702	health care
9702	health care services
9702	health problems
9702	hospitalization
9702	illness
9703	chronic disabilities
9703	chronic illnesses
9703	disabilities
9703	health
9703	health care
9703	health care services
9703	health insurance
9703	Health Maintenance Organizations
9703	health policy
9703	health problems
9703	illness
9703	insurance coverage
9703	Medicaid
9703	Medicare
9704	chronic disabilities
9704	chronic illnesses
9704	disabilities
9704	drug costs
9704	families
9704	health
9704	health care
9704	health care costs
9704	health care services
9704	health insurance
9704	health policy
9704	health problems
9704	illness
9704	prescription drugs
9705	chronic disabilities
9705	chronic illnesses
9705	diabetes
9705	disabilities
9705	health
9705	health care
9705	health care services
9705	health problems
9705	health status
9705	illness
9705	medical care
9705	medical history
9705	medications
9706	chronic disabilities
9706	chronic illnesses
9706	disabilities
9706	health
9706	health care
9706	health care services
9706	health insurance
9706	health policy
9706	health problems
9706	illness
9706	insurance coverage
9706	Medicaid
9706	Medicare
9707	child health
9707	chronic disabilities
9707	chronic illnesses
9707	disabilities
9707	disease prevention
9707	health
9707	health behavior
9707	health care
9707	health care services
9707	health problems
9707	illness
9707	immunization
9707	vaccines
9708	AIDS
9708	attitudes
9708	beliefs
9708	chronic disabilities
9708	chronic illnesses
9708	disabilities
9708	disease
9708	disease prevention
9708	health
9708	health behavior
9708	health care
9708	health care services
9708	health education
9708	health problems
9708	HIV
9708	illness
9708	information sources
9709	caffeine
9709	chronic disabilities
9709	chronic illnesses
9709	disabilities
9709	health
9709	health behavior
9709	health care
9709	health care services
9709	health policy
9709	health problems
9709	health status
9709	illness
9709	medications
9709	smoking
9711	agricultural services
9711	business conditions
9711	businesses
9711	construction industry
9711	counties
9711	economic conditions
9711	employment
9711	finance
9711	manufacturing industry
9711	mining industry
9711	public utilities
9711	real estate
9711	retail industry
9711	service industry
9711	trade
9711	transportation
9711	wages and salaries
9712	automobile expenses
9712	consumer behavior
9712	consumer expenditures
9712	consumption
9712	debt
9712	demographic characteristics
9712	durable goods
9712	employment
9712	energy consumption
9712	families
9712	fixed income
9712	food costs
9712	household appliances
9712	household budgets
9712	household expenditures
9712	household income
9712	housing costs
9712	insurance
9712	purchasing
9712	recreation expenses
9712	taxes
9712	unemployment benefits
9712	vehicles
9712	wages and salaries
9713	college faculty
9713	demographic characteristics
9713	demographic statistics
9713	humanities
9713	motivation
9713	natural sciences
9713	professors
9713	scientific research
9713	skills
9713	social sciences
9713	teacher attitudes
9713	teacher evaluation
9713	teacher morals
9713	teaching (occupation)
9713	values
9714	automobile expenses
9714	consumer behavior
9714	consumer expenditures
9714	consumption
9714	debt
9714	demographic characteristics
9714	energy consumption
9714	food costs
9714	household budgets
9714	household expenditures
9714	household income
9714	purchasing
9714	recreation expenses
9715	census data
9715	demographic characteristics
9715	employment
9715	Hispanic origins
9715	households
9715	labor force
9715	national elections
9715	population characteristics
9715	population estimates
9715	unemployment
9715	voter attitudes
9715	voter registration
9715	voters
9715	voting behavior
9716	census data
9716	demographic characteristics
9716	employment
9716	households
9716	Hispanic origins
9716	job satisfaction
9716	job skills
9716	job training
9716	labor force
9716	occupations
9716	population characteristics
9716	population estimates
9716	unemployment
9717	birth expectations
9717	census data
9717	demographic characteristics
9717	employment
9717	fertility
9717	households
9717	labor force
9717	marital status
9717	population characteristics
9717	population estimates
9717	reproductive history
9717	unemployment
9718	federal budget
9718	geographic distribution
9718	government programs
9718	government expenditures
9718	government spending
9719	cardiovascular disease
9719	census data
9719	demographic characteristics
9719	diabetes
9719	employment
9719	Hispanic origins
9719	households
9719	job training
9719	labor force
9719	population characteristics
9719	population estimates
9719	risk factors
9719	smoking
9719	unemployment
9719	veterans
9719	Vietnam War
9720	body height
9720	boys
9720	demographic characteristics
9720	eighteenth century
9720	historical data
9720	occupations
9720	siblings
9721	American Colonies
9721	Antebellum South (USA)
9721	body height
9721	eighteenth century
9721	indentured servants
9721	nineteenth century
9721	physical characteristics
9721	runaway slaves
9721	slaves
9722	census data
9722	child care
9722	child health
9722	child support
9722	demographic characteristics
9722	disabilities
9722	economic conditions
9722	educational background
9722	energy assistance
9722	energy consumption
9722	families
9722	financial assets
9722	financial support
9722	government programs
9722	health care access
9722	health insurance
9722	health services utilization
9722	health status
9722	higher education
9722	households
9722	housing costs
9722	income
9722	income distribution
9722	investments
9722	job history
9722	labor force
9722	participation
9722	pensions
9722	poverty programs
9722	property
9722	public assistance programs
9722	public housing
9722	retirement
9722	school attendance
9722	unearned income
9722	vehicles
9722	wages and salaries
9722	wealth
9722	welfare services
9723	age
9723	causes of death
9723	death
9723	death records
9723	ethnicity
9723	fatalities
9723	gender
9723	marital status
9723	mortality rates
9723	race
9724	age
9724	causes of death
9724	death
9724	death records
9724	ethnicity
9724	fatalities
9724	gender
9724	marital status
9724	mortality rates
9724	race
9725	administrative costs
9725	assisted living
9725	assisted living facilities
9725	health care costs
9725	health care facilities
9725	health services utilization
9725	health status
9725	institutional care
9725	labor costs
9725	long term care
